Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDX26,17.7,Low Fat,0.088305201,Foods,182.3292,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4195.8716
FDR04,7.075,Low Fat,0.022566975,Foods,97.3068,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.6884
FDP19,11.5,Low Fat,0.06613202877895127,Foods,129.3652,OUT013,1987,High,Tier 3,Supermarket Type1,2066.6432
FDT07,5.82,Regular,0.077756427,Foods,254.533,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1281.665
DRB24,8.785,Low Fat,0.020609218000000002,Drinks,155.1656,OUT049,1999,Medium,Tier 1,Supermarket Type1,4016.1056
FDB36,5.465,Regular,0.06613202877895127,Foods,129.1626,OUT046,1997,Small,Tier 1,Supermarket Type1,3672.5528
NCE07,12.857645184136183,Non-Edible,0.013066448,Non-Consumable,140.9154,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127.231
FDI16,12.857645184136183,Regular,0.135118202,Foods,52.56399999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,2290.3520000000003
FDP45,15.7,Regular,0.030624844,Foods,252.2724,OUT046,1997,Small,Tier 1,Supermarket Type1,1258.362
NCC43,7.39,Non-Edible,0.09270568300000001,Non-Consumable,251.9066,OUT013,1987,High,Tier 3,Supermarket Type1,4267.1122
FDQ23,12.857645184136183,Low Fat,0.042941559000000004,Foods,102.9332,OUT019,1985,Small,Tier 1,Grocery Store,102.5332
FDW24,6.8,Low Fat,0.03748996,Foods,48.6034,OUT035,2004,Small,Tier 2,Supermarket Type1,291.6204
FDW09,12.857645184136183,Regular,0.025795292999999997,Foods,80.2302,OUT027,1985,Medium,Tier 3,Supermarket Type3,2139.2154
FDN10,11.5,Low Fat,0.046115083,Foods,120.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612
FDE23,17.6,Regular,0.053170949,Foods,45.606,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422
FDV16,7.75,Regular,0.08291501700000001,Foods,34.9558,OUT035,2004,Small,Tier 2,Supermarket Type1,645.1602
FDF12,12.857645184136183,Low Fat,0.082028694,Foods,148.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,3990.8052
FDN21,18.6,Low Fat,0.076975118,Foods,161.8236,OUT049,1999,Medium,Tier 1,Supermarket Type1,1611.236
DRC25,5.73,Low Fat,0.045371855,Drinks,86.0882,OUT046,1997,Small,Tier 1,Supermarket Type1,1116.5466
NCP18,12.15,Non-Edible,0.028642712,Non-Consumable,149.0708,OUT049,1999,Medium,Tier 1,Supermarket Type1,1203.7664
FDW60,5.44,Regular,0.017047751,Foods,174.637,OUT013,1987,High,Tier 3,Supermarket Type1,2999.429
FDY04,17.7,Regular,0.042562588,Foods,165.021,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3425.5409999999997
NCJ31,12.857645184136183,Non-Edible,0.18176926399999999,Non-Consumable,240.6196,OUT027,1985,Medium,Tier 3,Supermarket Type3,4579.3724
DRN47,12.1,Low Fat,0.016812745,Drinks,180.666,OUT013,1987,High,Tier 3,Supermarket Type1,4134.6179999999995
FDU13,8.355,Low Fat,0.06613202877895127,Foods,145.6418,OUT013,1987,High,Tier 3,Supermarket Type1,3384.2614
FDT39,6.26,Regular,0.016516867,Foods,151.1366,OUT010,1998,Unknown,Tier 3,Grocery Store,453.4098
NCQ18,15.75,Non-Edible,0.13496039699999998,Non-Consumable,101.37,OUT013,1987,High,Tier 3,Supermarket Type1,2097.27
FDV25,5.905,Low Fat,0.045614252,Foods,221.5456,OUT013,1987,High,Tier 3,Supermarket Type1,6852.4136
NCE30,16.0,Non-Edible,0.099136036,Non-Consumable,210.3902,OUT046,1997,Small,Tier 1,Supermarket Type1,1486.7314
NCN42,20.25,Non-Edible,0.014222617,Non-Consumable,148.9418,OUT046,1997,Small,Tier 1,Supermarket Type1,3531.4032
FDW25,5.175,Low Fat,0.037457098,Foods,83.4224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1448.7808
FDS49,9.0,Low Fat,0.07927948900000001,Foods,77.2644,OUT013,1987,High,Tier 3,Supermarket Type1,1335.5948
FDN34,15.6,Regular,0.045835395,Foods,168.2132,OUT049,1999,Medium,Tier 1,Supermarket Type1,2367.5848
FDS45,5.175,Regular,0.029616108,Foods,107.7622,OUT018,2009,Medium,Tier 3,Supermarket Type2,2011.3818
NCL53,12.857645184136183,Non-Edible,0.06613202877895127,Non-Consumable,175.4028,OUT027,1985,Medium,Tier 3,Supermarket Type3,6729.9064
FDT38,18.7,Low Fat,0.0576269,Foods,83.3566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452
NCX06,17.6,Non-Edible,0.015687045,Non-Consumable,182.6976,OUT046,1997,Small,Tier 1,Supermarket Type1,3440.8544
NCY17,18.2,Non-Edible,0.162960415,Non-Consumable,43.5086,OUT013,1987,High,Tier 3,Supermarket Type1,1070.6064
NCO18,13.15,Non-Edible,0.024651269,Non-Consumable,179.5686,OUT046,1997,Small,Tier 1,Supermarket Type1,1422.1488
FDY47,8.6,Regular,0.09119581800000001,Foods,130.231,OUT010,1998,Unknown,Tier 3,Grocery Store,129.83100000000002
FDF57,12.857645184136183,Regular,0.058542509000000006,Foods,168.6448,OUT027,1985,Medium,Tier 3,Supermarket Type3,3408.8959999999997
FDS26,20.35,Low Fat,0.08960832099999999,Foods,262.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,3139.9128
NCL17,7.39,Non-Edible,0.067766896,Non-Consumable,140.6812,OUT035,2004,Small,Tier 2,Supermarket Type1,3704.5112
NCB18,19.6,Non-Edible,0.041355366,Non-Consumable,88.7514,OUT049,1999,Medium,Tier 1,Supermarket Type1,2656.542
FDA50,16.25,Low Fat,0.14591330800000002,Foods,95.441,OUT010,1998,Unknown,Tier 3,Grocery Store,193.082
DRE13,6.28,Low Fat,0.027748176,Drinks,86.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.5168
DRE60,9.395,Low Fat,0.159201868,Drinks,226.072,OUT013,1987,High,Tier 3,Supermarket Type1,3621.952
FDB20,7.72,Low Fat,0.052274691,Foods,79.1986,OUT017,2007,Unknown,Tier 2,Supermarket Type1,778.9860000000001
NCS18,12.65,Non-Edible,0.042175992,Non-Consumable,106.4938,OUT013,1987,High,Tier 3,Supermarket Type1,2465.4574
FDH19,12.857645184136183,Low Fat,0.057933643,Foods,175.1738,OUT019,1985,Small,Tier 1,Grocery Store,347.5476
FDS47,16.75,Low Fat,0.06613202877895127,Foods,88.7856,OUT045,2002,Unknown,Tier 2,Supermarket Type1,966.7416
FDC09,15.5,Regular,0.026280116,Foods,102.3332,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988
DRG23,8.88,Low Fat,0.086916126,Drinks,153.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1219.7456
FDU34,18.25,Low Fat,0.075347426,Foods,126.3046,OUT045,2002,Unknown,Tier 2,Supermarket Type1,747.0276
FDZ40,8.935,Low Fat,0.040410039,Foods,52.9298,OUT017,2007,Unknown,Tier 2,Supermarket Type1,539.298
NCE30,16.0,Non-Edible,0.09911729,Non-Consumable,210.7902,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.1942
FDA44,19.7,Low Fat,0.053439522,Foods,55.093,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.674
FDB32,20.6,Low Fat,0.023448504,Foods,93.9778,OUT035,2004,Small,Tier 2,Supermarket Type1,2816.3340000000003
NCO06,19.25,Non-Edible,0.10803043400000001,Non-Consumable,32.4558,OUT046,1997,Small,Tier 1,Supermarket Type1,101.8674
FDY44,14.15,Regular,0.024404558,Foods,198.31099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,2553.343
FDG10,6.63,Regular,0.010961483000000001,Foods,58.2588,OUT045,2002,Unknown,Tier 2,Supermarket Type1,343.5528
FDF38,11.8,Regular,0.026358005,Foods,39.6138,OUT046,1997,Small,Tier 1,Supermarket Type1,365.5242
FDW59,12.857645184136183,Low Fat,0.03627089,Foods,85.9566,OUT019,1985,Small,Tier 1,Grocery Store,169.1132
FDP34,12.85,Low Fat,0.137227848,Foods,155.563,OUT046,1997,Small,Tier 1,Supermarket Type1,4224.501
FDZ26,11.6,Regular,0.144832027,Foods,239.8222,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4063.3774
FDH17,12.857645184136183,Regular,0.029157849,Foods,97.0726,OUT019,1985,Small,Tier 1,Grocery Store,293.6178
FDU44,12.15,Regular,0.058756205,Foods,161.0552,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3411.5592
FDS23,4.635,Low Fat,0.14110815599999998,Foods,128.2994,OUT049,1999,Medium,Tier 1,Supermarket Type1,2698.4874
DRE03,19.6,Low Fat,0.024325592000000004,Drinks,48.5718,OUT018,2009,Medium,Tier 3,Supermarket Type2,425.4462
FDY57,20.2,Regular,0.121500143,Foods,95.0752,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2588.6304
FDH50,12.857645184136183,Regular,0.160653682,Foods,185.2266,OUT027,1985,Medium,Tier 3,Supermarket Type3,5901.6512
DRY23,9.395,Regular,0.109096371,Drinks,44.6112,OUT046,1997,Small,Tier 1,Supermarket Type1,511.3344
FDT27,11.395,Regular,0.069574013,Foods,232.8616,OUT035,2004,Small,Tier 2,Supermarket Type1,2812.3392
FDB38,19.5,Regular,0.027458099,Foods,158.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2556.672
FDY16,18.35,Regular,0.09222675400000001,Foods,184.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054
FDG33,5.365,Regular,0.234733477,Foods,173.4764,OUT010,1998,Unknown,Tier 3,Grocery Store,171.7764
FDN04,11.8,Regular,0.014144442,Foods,180.4344,OUT018,2009,Medium,Tier 3,Supermarket Type2,535.3032
FDJ48,11.3,Low Fat,0.056754035999999994,Foods,247.5118,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2470.118
NCC07,19.6,Non-Edible,0.023999722,Non-Consumable,104.0964,OUT045,2002,Unknown,Tier 2,Supermarket Type1,525.982
FDI35,14.0,Low Fat,0.041355366,Foods,182.0634,OUT049,1999,Medium,Tier 1,Supermarket Type1,4544.085
DRH49,19.7,Low Fat,0.024655594,Drinks,84.3592,OUT046,1997,Small,Tier 1,Supermarket Type1,743.0328
FDY51,12.5,Low Fat,0.081134826,Foods,220.0798,OUT046,1997,Small,Tier 1,Supermarket Type1,4848.3556
NCG07,12.3,Non-Edible,0.052608525,Non-Consumable,191.253,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2656.542
FDA22,7.435,Low Fat,0.084452363,Foods,165.2158,OUT046,1997,Small,Tier 1,Supermarket Type1,2840.9686
FDA33,6.48,Low Fat,0.033899898,Foods,146.9076,OUT046,1997,Small,Tier 1,Supermarket Type1,2956.152
FDV03,17.6,Low Fat,0.058042925999999995,Foods,154.6314,OUT013,1987,High,Tier 3,Supermarket Type1,1861.5768
FDP27,8.155,Low Fat,0.11969288800000001,Foods,188.453,OUT045,2002,Unknown,Tier 2,Supermarket Type1,4364.319
FDZ20,16.1,Low Fat,0.0343603,Foods,253.4356,OUT049,1999,Medium,Tier 1,Supermarket Type1,2797.6916
FDR56,15.5,Regular,0.10092250300000001,Foods,199.0768,OUT049,1999,Medium,Tier 1,Supermarket Type1,2759.0752
NCV41,12.857645184136183,Non-Edible,0.016956266,Non-Consumable,109.3228,OUT027,1985,Medium,Tier 3,Supermarket Type3,2431.5016
FDU11,4.785,Low Fat,0.092576144,Foods,121.0098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058
NCB30,14.6,Non-Edible,0.025742955,Non-Consumable,197.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,4761.8016
FDX23,6.445,Low Fat,0.029812714,Foods,95.4436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1229.0668
FDY24,4.88,Regular,0.133382115,Foods,55.0298,OUT013,1987,High,Tier 3,Supermarket Type1,647.1576
FDZ37,8.1,Regular,0.06613202877895127,Foods,88.5198,OUT013,1987,High,Tier 3,Supermarket Type1,261.6594
FDL10,8.395,Low Fat,0.039484739,Foods,97.9042,OUT035,2004,Small,Tier 2,Supermarket Type1,1686.4714
NCE18,10.0,Non-Edible,0.021425341,Non-Consumable,250.175,OUT046,1997,Small,Tier 1,Supermarket Type1,2996.1
FDY60,12.857645184136183,Regular,0.02624324,Foods,143.8128,OUT027,1985,Medium,Tier 3,Supermarket Type3,4458.1968
FDT24,12.35,Regular,0.185704641,Foods,77.1328,OUT013,1987,High,Tier 3,Supermarket Type1,2239.7512
NCV06,11.3,Non-Edible,0.066668724,Non-Consumable,192.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692
FDP51,12.857645184136183,Regular,0.14930549699999998,Foods,119.6124,OUT019,1985,Small,Tier 1,Grocery Store,592.562
FDU49,19.5,Regular,0.030688557,Foods,85.75399999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2163.85
FDQ16,19.7,Low Fat,0.041803291,Foods,110.3912,OUT049,1999,Medium,Tier 1,Supermarket Type1,3275.736
FDV16,7.75,Regular,0.08286168599999999,Foods,32.6558,OUT013,1987,High,Tier 3,Supermarket Type1,679.1160000000001
FDL36,15.1,Low Fat,0.076385385,Foods,88.48299999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,988.7130000000001
FDE09,12.857645184136183,Low Fat,0.021498767999999998,Foods,111.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,1768.3648
NCV54,11.1,Non-Edible,0.033102681,Non-Consumable,116.6124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612
FDH27,7.075,Low Fat,0.058676973,Foods,142.0128,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2588.6304
FDF33,7.97,Low Fat,0.021531416,Foods,108.4596,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.0688
NCP18,12.15,Non-Edible,0.028592842,Non-Consumable,151.0708,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.9452
FDZ45,14.1,Low Fat,0.06714840700000001,Foods,200.4084,OUT018,2009,Medium,Tier 3,Supermarket Type2,3968.1679999999997
FDU25,12.857645184136183,Low Fat,0.026552056,Foods,56.2246,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.7379999999998
FDQ40,11.1,Regular,0.06030268900000001,Foods,175.8712,OUT010,1998,Unknown,Tier 3,Grocery Store,175.7712
DRD25,12.857645184136183,Low Fat,0.13826987300000002,Drinks,111.686,OUT019,1985,Small,Tier 1,Grocery Store,452.744
FDJ57,7.42,Regular,0.036109859,Foods,186.5582,OUT010,1998,Unknown,Tier 3,Grocery Store,185.7582
FDT43,16.35,Low Fat,0.020579897,Foods,52.1324,OUT049,1999,Medium,Tier 1,Supermarket Type1,934.7832
FDH44,19.1,Regular,0.025912378,Foods,146.8418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1765.7016
FDR31,12.857645184136183,Regular,0.086077865,Foods,143.8102,OUT019,1985,Small,Tier 1,Grocery Store,291.6204
FDQ27,5.19,Regular,0.044432887000000004,Foods,102.899,OUT018,2009,Medium,Tier 3,Supermarket Type2,1651.184
DRK13,11.8,Low Fat,0.115346634,Drinks,200.2084,OUT049,1999,Medium,Tier 1,Supermarket Type1,4563.3932
FDB04,11.35,Regular,0.063226306,Foods,87.9856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552
NCI54,15.2,Non-Edible,0.03366718,Non-Consumable,109.6912,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1419.4856
FDP19,11.5,Low Fat,0.17386795800000002,Foods,128.8652,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1291.652
FDB37,20.25,Regular,0.022936487999999998,Foods,240.8538,OUT035,2004,Small,Tier 2,Supermarket Type1,7931.6754
NCR05,10.1,Non-Edible,0.054585372,Non-Consumable,196.5084,OUT013,1987,High,Tier 3,Supermarket Type1,595.2252
FDZ15,13.1,Low Fat,0.020913071000000002,Foods,120.1782,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2026.0294
NCQ29,12.0,Non-Edible,0.104230135,Non-Consumable,259.5278,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278
FDL04,19.0,Low Fat,0.111923422,Foods,106.5622,OUT046,1997,Small,Tier 1,Supermarket Type1,2117.244
DRH49,19.7,Low Fat,0.024756031,Drinks,83.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,247.6776
FDT07,12.857645184136183,Regular,0.135375727,Foods,256.133,OUT019,1985,Small,Tier 1,Grocery Store,256.33299999999997
NCI55,18.6,Non-Edible,0.012679226000000002,Non-Consumable,120.9414,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2680.5108
FDP19,11.5,Low Fat,0.173483253,Foods,129.0652,OUT035,2004,Small,Tier 2,Supermarket Type1,3487.4604
FDV45,16.75,Low Fat,0.045138797,Foods,187.9556,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2816.3340000000003
FDG26,18.85,Low Fat,0.04282359,Foods,254.433,OUT018,2009,Medium,Tier 3,Supermarket Type2,2050.6639999999998
DRJ01,6.135,Low Fat,0.115010655,Drinks,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1288.9888
FDD14,20.7,Low Fat,0.16977634600000002,Foods,184.4266,OUT035,2004,Small,Tier 2,Supermarket Type1,3688.532
DRH37,17.6,Low Fat,0.041608488,Drinks,165.4526,OUT035,2004,Small,Tier 2,Supermarket Type1,1644.526
NCD18,16.0,Non-Edible,0.072608647,Non-Consumable,228.3668,OUT013,1987,High,Tier 3,Supermarket Type1,5298.4364
NCE55,8.92,Non-Edible,0.130191993,Non-Consumable,176.83700000000002,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2117.244
NCQ43,17.75,Non-Edible,0.11193119300000001,Non-Consumable,108.8912,OUT017,2007,Unknown,Tier 2,Supermarket Type1,327.5736
FDC41,15.6,Low Fat,0.116913245,Foods,78.167,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.608
DRL01,12.857645184136183,Regular,0.13511877,Drinks,232.9958,OUT019,1985,Small,Tier 1,Grocery Store,934.7832
FDX48,17.75,Regular,0.063416566,Foods,154.6656,OUT010,1998,Unknown,Tier 3,Grocery Store,308.9312
DRC25,5.73,Low Fat,0.075943184,Drinks,85.5882,OUT010,1998,Unknown,Tier 3,Grocery Store,171.7764
DRF48,5.73,Low Fat,0.05190652,Drinks,188.1898,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1496.7184
FDT34,9.3,Low Fat,0.17506050399999998,Foods,106.7964,OUT018,2009,Medium,Tier 3,Supermarket Type2,525.982
NCB43,20.2,Non-Edible,0.09989342400000001,Non-Consumable,187.6898,OUT035,2004,Small,Tier 2,Supermarket Type1,3928.8858
FDG44,12.857645184136183,Low Fat,0.178923163,Foods,55.7298,OUT019,1985,Small,Tier 1,Grocery Store,161.7894
FDD35,12.15,Low Fat,0.06613202877895127,Foods,119.244,OUT035,2004,Small,Tier 2,Supermarket Type1,2636.5679999999998
FDC02,21.35,Low Fat,0.068765205,Foods,260.4278,OUT013,1987,High,Tier 3,Supermarket Type1,3644.5892
FDU51,20.2,Regular,0.096906831,Foods,175.5028,OUT018,2009,Medium,Tier 3,Supermarket Type2,6729.9064
NCC19,6.57,Non-Edible,0.096862255,Non-Consumable,193.982,OUT035,2004,Small,Tier 2,Supermarket Type1,2316.984
FDJ60,19.35,Regular,0.062528426,Foods,166.9184,OUT046,1997,Small,Tier 1,Supermarket Type1,3302.368
NCI29,8.6,Non-Edible,0.032621545,Non-Consumable,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2127.231
NCF43,8.51,Non-Edible,0.05190268,Non-Consumable,142.247,OUT013,1987,High,Tier 3,Supermarket Type1,2862.94
FDY08,12.857645184136183,Regular,0.17024678199999999,Foods,141.5838,OUT027,1985,Medium,Tier 3,Supermarket Type3,3231.1274
FDD17,7.5,Low Fat,0.05461082900000001,Foods,237.1906,OUT010,1998,Unknown,Tier 3,Grocery Store,237.6906
FDK41,14.3,Low Fat,0.127517605,Foods,86.0224,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688
DRN59,15.0,Low Fat,0.064271703,Drinks,45.506,OUT045,2002,Unknown,Tier 2,Supermarket Type1,466.06
FDR60,14.3,Low Fat,0.13030659,Foods,75.7328,OUT013,1987,High,Tier 3,Supermarket Type1,617.8624
DRO47,10.195,Low Fat,0.187841082,Drinks,112.486,OUT010,1998,Unknown,Tier 3,Grocery Store,113.186
FDF26,6.825,Regular,0.046625941,Foods,154.9998,OUT035,2004,Small,Tier 2,Supermarket Type1,3075.9959999999996
FDQ12,12.65,Low Fat,0.035410748,Foods,231.40099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,2067.3089999999997
NCO29,11.15,Non-Edible,0.032250092,Non-Consumable,164.0526,OUT035,2004,Small,Tier 2,Supermarket Type1,4769.1254
DRF03,19.1,Low Fat,0.045378573,Drinks,42.4138,OUT049,1999,Medium,Tier 1,Supermarket Type1,243.6828
FDU48,18.85,Low Fat,0.0926587,Foods,131.4284,OUT010,1998,Unknown,Tier 3,Grocery Store,263.6568
DRE03,19.6,Low Fat,0.024222321,Drinks,45.5718,OUT035,2004,Small,Tier 2,Supermarket Type1,945.436
FDX55,15.1,Low Fat,0.055518167,Foods,217.3166,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1306.2996
FDP38,12.857645184136183,Low Fat,0.031946638,Foods,51.6008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1821.6288
FDZ19,6.425,Low Fat,0.093983518,Foods,175.5712,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1230.3984
NCU54,8.88,Non-Edible,0.098822387,Non-Consumable,209.627,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1887.543
FDY36,12.3,Low Fat,0.009410528,Foods,73.738,OUT046,1997,Small,Tier 1,Supermarket Type1,1318.2839999999999
FDL16,12.85,Low Fat,0.169139066,Foods,46.406000000000006,OUT018,2009,Medium,Tier 3,Supermarket Type2,186.424
FDW31,11.35,Regular,0.043122189000000005,Foods,197.9742,OUT013,1987,High,Tier 3,Supermarket Type1,995.3710000000001
DRK49,12.857645184136183,Low Fat,0.035769657,Drinks,40.9138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1380.8692
FDC08,19.0,Regular,0.10361083,Foods,228.372,OUT049,1999,Medium,Tier 1,Supermarket Type1,905.488
FDO56,10.195,Regular,0.044974050999999994,Foods,115.5808,OUT035,2004,Small,Tier 2,Supermarket Type1,1874.8928
NCV53,8.27,Non-Edible,0.018920019,Non-Consumable,238.088,OUT017,2007,Unknown,Tier 2,Supermarket Type1,6231.888000000001
FDA35,14.85,Regular,0.054142088,Foods,124.1072,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1837.608
FDL40,12.857645184136183,Low Fat,0.06613202877895127,Foods,98.241,OUT019,1985,Small,Tier 1,Grocery Store,289.623
FDJ04,18.0,Low Fat,0.12464553800000001,Foods,117.2124,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.2232
FDA31,7.1,Low Fat,0.11045982800000001,Foods,172.108,OUT018,2009,Medium,Tier 3,Supermarket Type2,2250.404
FDX24,8.355,Low Fat,0.013957308,Foods,94.0462,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1480.7392
FDQ59,9.8,Regular,0.056386541,Foods,84.6908,OUT046,1997,Small,Tier 1,Supermarket Type1,503.3448
FDF45,18.2,Regular,0.012273747,Foods,60.0904,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1113.2176
FDH05,12.857645184136183,Regular,0.090473389,Foods,229.7984,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584
NCZ54,14.65,Non-Edible,0.08335939099999999,Non-Consumable,161.9552,OUT046,1997,Small,Tier 1,Supermarket Type1,4711.2008
FDW01,12.857645184136183,Low Fat,0.11216169699999999,Foods,154.4682,OUT019,1985,Small,Tier 1,Grocery Store,152.4682
FDX36,9.695,Regular,0.128805815,Foods,224.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2,5851.0504
NCO55,12.857645184136183,Non-Edible,0.090596378,Non-Consumable,106.6938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.0698
FDL13,13.85,Regular,0.056637129,Foods,233.83,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2796.36
FDV16,7.75,Regular,0.08305963400000001,Foods,35.7558,OUT049,1999,Medium,Tier 1,Supermarket Type1,611.2044
FDN04,11.8,Regular,0.014115626000000001,Foods,178.5344,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3390.2536
NCH06,12.3,Non-Edible,0.076866235,Non-Consumable,247.146,OUT018,2009,Medium,Tier 3,Supermarket Type2,492.69199999999995
FDA40,16.0,Regular,0.099188598,Foods,88.9856,OUT013,1987,High,Tier 3,Supermarket Type1,1669.8264
NCS05,11.5,Non-Edible,0.021010687000000004,Non-Consumable,131.3942,OUT049,1999,Medium,Tier 1,Supermarket Type1,927.4594
FDM15,12.857645184136183,Regular,0.057143515,Foods,151.8366,OUT027,1985,Medium,Tier 3,Supermarket Type3,6196.6006
FDK04,7.36,Low Fat,0.052607932,Foods,56.3588,OUT017,2007,Unknown,Tier 2,Supermarket Type1,744.3644
FDI58,7.64,Regular,0.070645636,Foods,91.212,OUT013,1987,High,Tier 3,Supermarket Type1,466.06
FDB33,17.75,Low Fat,0.014568036000000001,Foods,158.1262,OUT013,1987,High,Tier 3,Supermarket Type1,4137.2812
FDJ45,17.75,Low Fat,0.073524776,Foods,34.8216,OUT049,1999,Medium,Tier 1,Supermarket Type1,207.7296
NCO05,7.27,Non-Edible,0.046559447999999996,Non-Consumable,100.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46
NCE31,7.67,Non-Edible,0.309390255,Non-Consumable,33.2216,OUT010,1998,Unknown,Tier 3,Grocery Store,138.4864
FDQ49,20.2,Regular,0.039247736,Foods,157.66299999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,1095.241
FDL34,16.0,Low Fat,0.040945898,Foods,143.1496,OUT046,1997,Small,Tier 1,Supermarket Type1,2258.3936
FDV07,9.5,Low Fat,0.031331581000000004,Foods,111.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1,663.1368
FDX19,19.1,Low Fat,0.096929994,Foods,233.8958,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2103.2622
FDO48,15.0,Regular,0.026840766000000002,Foods,219.8456,OUT046,1997,Small,Tier 1,Supermarket Type1,4863.0032
FDK40,7.035,Low Fat,0.06613202877895127,Foods,262.691,OUT013,1987,High,Tier 3,Supermarket Type1,6048.793000000001
FDY19,19.75,Low Fat,0.041429246,Foods,117.2466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2239.0854
FDS16,12.857645184136183,Regular,0.06613202877895127,Foods,145.276,OUT027,1985,Medium,Tier 3,Supermarket Type3,5273.1359999999995
FDS02,12.857645184136183,Regular,0.06613202877895127,Foods,196.4794,OUT027,1985,Medium,Tier 3,Supermarket Type3,5852.382
FDM51,11.8,Regular,0.025978802000000002,Foods,102.5674,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1629.8784
FDW02,12.857645184136183,Regular,0.066006824,Foods,126.2704,OUT019,1985,Small,Tier 1,Grocery Store,250.3408
FDS31,12.857645184136183,Regular,0.06613202877895127,Foods,178.5318,OUT019,1985,Small,Tier 1,Grocery Store,180.4318
DRF03,19.1,Low Fat,0.045492697,Drinks,40.3138,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.9794
